index,longitude,latitude,section,route,distance_miles,distance_kilometers,avg_time_to_complete
3799,-3.0911714,55.9435164,8,Edinburgh to Prestonpans,10,16,2.5
3800,-3.0909751,55.9435869,8,Edinburgh to Prestonpans,10,16,2.5
3801,-3.0908672,55.9436363,8,Edinburgh to Prestonpans,10,16,2.5
3802,-3.0907158,55.9436943,8,Edinburgh to Prestonpans,10,16,2.5
3803,-3.0906447,55.943726,8,Edinburgh to Prestonpans,10,16,2.5
3804,-3.0905949,55.9437521,8,Edinburgh to Prestonpans,10,16,2.5
3805,-3.090557,55.9437694,8,Edinburgh to Prestonpans,10,16,2.5
3806,-3.0905268,55.9437749,8,Edinburgh to Prestonpans,10,16,2.5
3807,-3.090492,55.9437762,8,Edinburgh to Prestonpans,10,16,2.5
3808,-3.0904619,55.9437731,8,Edinburgh to Prestonpans,10,16,2.5
3809,-3.0904319,55.9437654,8,Edinburgh to Prestonpans,10,16,2.5
3810,-3.0904014,55.9437532,8,Edinburgh to Prestonpans,10,16,2.5
3811,-3.0903775000000002,55.9437388,8,Edinburgh to Prestonpans,10,16,2.5
3812,-3.0903569,55.9437197,8,Edinburgh to Prestonpans,10,16,2.5
3813,-3.0902788,55.9436388,8,Edinburgh to Prestonpans,10,16,2.5
3814,-3.0901764,55.9435497,8,Edinburgh to Prestonpans,10,16,2.5
3815,-3.0901592,55.9435399,8,Edinburgh to Prestonpans,10,16,2.5
3816,-3.0901353,55.943534,8,Edinburgh to Prestonpans,10,16,2.5
3817,-3.0901092,55.9435336,8,Edinburgh to Prestonpans,10,16,2.5
3818,-3.0900847,55.9435389,8,Edinburgh to Prestonpans,10,16,2.5
3819,-3.0899889,55.9435823,8,Edinburgh to Prestonpans,10,16,2.5
3820,-3.0897786,55.9436901,8,Edinburgh to Prestonpans,10,16,2.5
3821,-3.0897168,55.9437157,8,Edinburgh to Prestonpans,10,16,2.5
3822,-3.0896433,55.9437374,8,Edinburgh to Prestonpans,10,16,2.5
3823,-3.0895706,55.9437514,8,Edinburgh to Prestonpans,10,16,2.5
3824,-3.0894976,55.9437579,8,Edinburgh to Prestonpans,10,16,2.5
3825,-3.0894309,55.9437706,8,Edinburgh to Prestonpans,10,16,2.5
3826,-3.0893726,55.9437842,8,Edinburgh to Prestonpans,10,16,2.5
3827,-3.089315,55.943803,8,Edinburgh to Prestonpans,10,16,2.5
3828,-3.0892376,55.9438171,8,Edinburgh to Prestonpans,10,16,2.5
3829,-3.0889987,55.9438779,8,Edinburgh to Prestonpans,10,16,2.5
